Year,Team,Continent,Wins,Draws,Losses,Goals,Total Games,Average Goals,Win Rate
2018,Bahamas,North America,0,1,2,1,3,0.3333333333333333,0.0
2018,Bahrain,Asia,5,3,3,20,11,1.8181818181818181,45.45454545454545
2018,Bangladesh,Asia,2,1,2,5,5,1.0,40.0
2018,Barbados,North America,1,5,4,6,10,0.6,10.0
2018,Belarus,Europe,6,3,1,14,10,1.4,60.0
2018,Belgium,Europe,13,2,2,41,17,2.411764705882353,76.47058823529412
2018,Belize,North America,4,1,1,10,6,1.6666666666666667,66.66666666666666
2018,Benin,Africa,1,0,1,2,2,1.0,50.0
2018,Bermuda,North America,1,1,2,4,4,1.0,25.0
2018,Bhutan,Asia,0,0,5,0,5,0.0,0.0
2018,Bolivia,South America,1,5,4,8,10,0.8,10.0
2018,Bosnia and Herzegovina,Europe,5,5,2,9,12,0.75,41.66666666666667
2018,Botswana,Africa,6,1,2,15,9,1.6666666666666667,66.66666666666666
2018,Brazil,South America,13,1,1,29,15,1.9333333333333333,86.66666666666667
2018,British Virgin Islands,North America,0,0,1,0,1,0.0,0.0
2018,Brunei Darussalam,Asia,1,0,1,2,2,1.0,50.0
2018,Bulgaria,Europe,4,2,2,9,8,1.125,50.0
2018,Burkina Faso,Africa,2,2,4,5,8,0.625,25.0
2018,Burundi,Africa,1,3,0,8,4,2.0,25.0
2018,Cabo Verde,Africa,3,0,2,6,5,1.2,60.0
2018,Cambodia,Asia,2,1,6,10,9,1.1111111111111112,22.22222222222222
2018,Cameroon,Africa,2,3,5,6,10,0.6,20.0
2018,Canada,North America,4,0,0,15,4,3.75,100.0
2018,Cayman Islands,North America,0,1,2,0,3,0.0,0.0
2018,Central African Republic,Africa,2,3,1,8,6,1.3333333333333333,33.33333333333333
2018,Chile,South America,4,3,3,14,10,1.4,40.0
2018,China PR,Asia,3,4,4,9,11,0.8181818181818182,27.27272727272727
2018,Chinese Taipei,Asia,3,0,5,6,8,0.75,37.5
2018,Colombia,South America,6,3,2,18,11,1.6363636363636365,54.54545454545454
2018,Comoros,Africa,0,3,2,4,5,0.8,0.0
2018,Congo,Africa,3,4,1,10,8,1.25,37.5
2018,Congo DR,Africa,0,2,1,2,3,0.6666666666666666,0.0
2018,Costa Rica,North America,4,1,9,16,14,1.1428571428571428,28.57142857142857
2018,Croatia,Europe,10,2,5,24,17,1.411764705882353,58.82352941176471
2018,Cuba,North America,4,2,3,20,9,2.2222222222222223,44.44444444444444
2018,Curaçao,North America,3,1,0,17,4,4.25,75.0
2018,Cyprus,Europe,1,3,4,5,8,0.625,12.5
2018,Czech Republic,Europe,5,0,5,11,10,1.1,50.0
2018,Côte d'Ivoire,Africa,3,4,2,11,9,1.2222222222222223,33.33333333333333
2018,Denmark,Europe,6,6,3,12,15,0.8,40.0
2018,Dominica,North America,0,1,1,0,2,0.0,0.0
2018,Dominican Republic,North America,3,0,1,9,4,2.25,75.0
2018,Ecuador,South America,4,1,1,11,6,1.8333333333333333,66.66666666666666
2018,Egypt,Africa,4,2,6,19,12,1.5833333333333333,33.33333333333333
2018,El Salvador,North America,4,0,2,7,6,1.1666666666666667,66.66666666666666
2018,England,Europe,11,2,4,28,17,1.6470588235294117,64.70588235294117
2018,Equatorial Guinea,Africa,1,0,7,2,8,0.25,12.5
2018,Estonia,Europe,2,3,7,8,12,0.6666666666666666,16.666666666666664
2018,Eswatini,Africa,1,1,4,2,6,0.3333333333333333,16.666666666666664
2018,Ethiopia,Africa,0,2,1,1,3,0.3333333333333333,0.0
2018,Faroe Islands,Europe,2,3,3,9,8,1.125,25.0
2018,Fiji,Oceania,0,1,3,3,4,0.75,0.0
2018,Finland,Europe,7,1,3,14,11,1.2727272727272727,63.63636363636363
2018,France,Europe,12,4,2,32,18,1.7777777777777777,66.66666666666666
2018,Gabon,Africa,1,1,2,4,4,1.0,25.0
2018,Gambia,Africa,1,3,0,6,4,1.5,25.0
2018,Georgia,Europe,8,1,1,19,10,1.9,80.0
2018,Germany,Europe,4,3,6,14,13,1.0769230769230769,30.76923076923077
2018,Ghana,Africa,2,1,0,6,3,2.0,66.66666666666666
2018,Gibraltar,Europe,3,0,4,6,7,0.8571428571428571,42.857142857142854
2018,Greece,Europe,4,0,5,5,9,0.5555555555555556,44.44444444444444
2018,Grenada,North America,0,0,4,3,4,0.75,0.0
2018,Guam,Asia,0,1,1,1,2,0.5,0.0
2018,Guatemala,North America,2,0,3,4,5,0.8,40.0
2018,Guinea,Africa,1,1,3,4,5,0.8,20.0
2018,Guinea-Bissau,Africa,1,1,2,3,4,0.75,25.0
2018,Guyana,South America,2,0,0,11,2,5.5,100.0
2018,Haiti,North America,2,0,2,4,4,1.0,50.0
2018,Honduras,North America,1,1,3,3,5,0.6,20.0
2018,Hong Kong,Asia,2,2,2,8,6,1.3333333333333333,33.33333333333333
2018,Hungary,Europe,3,2,5,13,10,1.3,30.0
2018,IR Iran,Asia,9,3,3,19,15,1.2666666666666666,60.0
2018,Iceland,Europe,2,4,9,22,15,1.4666666666666666,13.333333333333334
2018,India,Asia,6,2,4,21,12,1.75,50.0
2018,Indonesia,Asia,3,2,4,11,9,1.2222222222222223,33.33333333333333
2018,Iraq,Asia,4,6,2,16,12,1.3333333333333333,33.33333333333333
2018,Israel,Europe,3,0,4,14,7,2.0,42.857142857142854
2018,Italy,Europe,3,5,3,9,11,0.8181818181818182,27.27272727272727
2018,Jamaica,North America,5,3,1,21,9,2.3333333333333335,55.55555555555556
2018,Japan,Asia,6,3,5,27,14,1.9285714285714286,42.857142857142854
2018,Jordan,Asia,3,5,5,11,13,0.8461538461538461,23.076923076923077
2018,Kazakhstan,Europe,3,3,3,15,9,1.6666666666666667,33.33333333333333
2018,Kenya,Africa,4,2,4,12,10,1.2,40.0
2018,Korea DPR,Asia,3,2,2,9,7,1.2857142857142858,42.857142857142854
2018,Korea Republic,Asia,7,6,6,24,19,1.263157894736842,36.84210526315789
2018,Kosovo,Europe,7,2,0,21,9,2.3333333333333335,77.77777777777779
2018,Kuwait,Asia,3,2,4,10,9,1.1111111111111112,33.33333333333333
2018,Kyrgyz Republic,Asia,6,1,3,14,10,1.4,60.0
2018,Laos,Asia,0,1,7,6,8,0.75,0.0
2018,Latvia,Europe,1,6,5,6,12,0.5,8.333333333333332
2018,Lebanon,Asia,2,2,3,3,7,0.42857142857142855,28.57142857142857
2018,Lesotho,Africa,2,0,3,3,5,0.6,40.0
2018,Liberia,Africa,1,1,2,4,4,1.0,25.0
2018,Libya,Africa,3,3,3,15,9,1.6666666666666667,33.33333333333333
2018,Liechtenstein,Europe,1,1,6,7,8,0.875,12.5
2018,Lithuania,Europe,1,1,10,5,12,0.4166666666666667,8.333333333333332
2018,Luxembourg,Europe,5,2,3,13,10,1.3,50.0
2018,Macau,Asia,1,0,4,4,5,0.8,20.0
2018,Madagascar,Africa,5,2,3,6,10,0.6,50.0
2018,Malawi,Africa,0,4,3,1,7,0.14285714285714285,0.0
2018,Malaysia,Asia,8,4,5,32,17,1.8823529411764706,47.05882352941176
2018,Maldives,Africa,3,1,3,14,7,2.0,42.857142857142854
2018,Mali,Africa,0,2,0,2,2,1.0,0.0
2018,Malta,Europe,0,4,6,6,10,0.6,0.0
2018,Mauritania,Africa,3,0,4,6,7,0.8571428571428571,42.857142857142854
2018,Mauritius,Africa,3,1,3,5,7,0.7142857142857143,42.857142857142854
2018,Mexico,North America,6,1,9,12,16,0.75,37.5
2018,Moldova,Europe,2,5,4,5,11,0.45454545454545453,18.181818181818183
2018,Mongolia,Asia,2,2,5,14,9,1.5555555555555556,22.22222222222222
2018,Montenegro,Europe,2,4,4,9,10,0.9,20.0
2018,Montserrat,North America,2,0,1,4,3,1.3333333333333333,66.66666666666666
2018,Morocco,Africa,11,3,2,30,16,1.875,68.75
2018,Mozambique,Africa,2,0,1,6,3,2.0,66.66666666666666
2018,Myanmar,Asia,3,1,6,10,10,1.0,30.0
2018,Namibia,Africa,3,3,4,7,10,0.7,30.0
2018,Nepal,Asia,2,0,3,8,5,1.6,40.0
2018,Netherlands,Europe,4,4,2,16,10,1.6,40.0
2018,New Caledonia,Oceania,1,2,1,6,4,1.5,25.0
2018,New Zealand,Oceania,2,0,2,4,4,1.0,50.0
2018,Nicaragua,North America,3,1,1,14,5,2.8,60.0
2018,Niger,Africa,1,1,1,5,3,1.6666666666666667,33.33333333333333
2018,Nigeria,Africa,8,3,6,19,17,1.1176470588235294,47.05882352941176
2018,North Macedonia,Europe,5,2,1,15,8,1.875,62.5
2018,Northern Ireland,Europe,2,2,5,7,9,0.7777777777777778,22.22222222222222
2018,Norway,Europe,8,1,1,16,10,1.6,80.0
2018,Oman,Asia,5,7,1,9,13,0.6923076923076923,38.46153846153847
2018,Pakistan,Asia,2,0,4,7,6,1.1666666666666667,33.33333333333333
2018,Palestine,Asia,2,5,6,8,13,0.6153846153846154,15.384615384615385
2018,Panama,North America,1,2,10,6,13,0.46153846153846156,7.6923076923076925
2018,Paraguay,South America,0,1,2,3,3,1.0,0.0
2018,Peru,South America,6,2,6,20,14,1.4285714285714286,42.857142857142854
2018,Philippines,Asia,4,4,3,16,11,1.4545454545454546,36.36363636363637
2018,Poland,Europe,3,4,6,16,13,1.2307692307692308,23.076923076923077
2018,Portugal,Europe,6,7,2,22,15,1.4666666666666666,40.0
2018,Puerto Rico,North America,0,0,2,0,2,0.0,0.0
2018,Qatar,Asia,7,2,3,20,12,1.6666666666666667,58.333333333333336
2018,Republic of Ireland,Europe,1,4,4,4,9,0.4444444444444444,11.11111111111111
2018,Romania,Europe,7,3,0,16,10,1.6,70.0
2018,Russia,Europe,6,2,7,22,15,1.4666666666666666,40.0
2018,Rwanda,Africa,1,1,2,2,4,0.5,25.0
2018,San Marino,Europe,0,0,6,0,6,0.0,0.0
2018,Saudi Arabia,Asia,5,5,8,18,18,1.0,27.77777777777778
2018,Scotland,Europe,4,0,6,12,10,1.2,40.0
2018,Senegal,Africa,3,4,2,9,9,1.0,33.33333333333333
2018,Serbia,Europe,7,2,4,21,13,1.6153846153846154,53.84615384615385
2018,Seychelles,Africa,0,4,2,4,6,0.6666666666666666,0.0
2018,Sierra Leone,Africa,0,1,1,0,2,0.0,0.0
2018,Singapore,Asia,6,1,3,17,10,1.7,60.0
2018,Slovakia,Europe,4,2,4,16,10,1.6,40.0
2018,Slovenia,Europe,1,3,5,7,9,0.7777777777777778,11.11111111111111
2018,Solomon Islands,Oceania,1,1,0,5,2,2.5,50.0
2018,South Africa,Africa,4,3,1,11,8,1.375,50.0
2018,South Sudan,Africa,0,0,2,2,2,1.0,0.0
2018,Spain,Europe,7,4,3,33,14,2.357142857142857,50.0
2018,Sri Lanka,Asia,1,1,2,2,4,0.5,25.0
2018,St. Kitts and Nevis,North America,1,0,3,3,4,0.75,25.0
2018,St. Lucia,North America,1,1,1,4,3,1.3333333333333333,33.33333333333333
2018,St. Vincent and the Grenadines,North America,0,1,2,3,3,1.0,0.0
2018,Sudan,Africa,3,2,2,5,7,0.7142857142857143,42.857142857142854
2018,Suriname,South America,1,1,1,6,3,2.0,33.33333333333333
2018,Sweden,Europe,6,5,6,15,17,0.8823529411764706,35.294117647058826
2018,Switzerland,Europe,7,3,4,29,14,2.0714285714285716,50.0
2018,Syria,Asia,3,4,2,10,9,1.1111111111111112,33.33333333333333
2018,São Tomé and Príncipe,Africa,0,0,1,1,1,1.0,0.0
2018,Tahiti,Oceania,1,1,0,4,2,2.0,50.0
2018,Tajikistan,Asia,0,0,4,2,4,0.5,0.0
2018,Tanzania,Africa,2,1,2,5,5,1.0,40.0
2018,Thailand,Asia,6,3,2,21,11,1.9090909090909092,54.54545454545454
2018,Timor-Leste,Asia,1,1,5,9,7,1.2857142857142858,14.285714285714285
2018,Togo,Africa,0,3,0,3,3,1.0,0.0
2018,Trinidad and Tobago,South America,1,0,3,2,4,0.5,25.0
2018,Tunisia,Africa,3,2,5,13,10,1.3,30.0
2018,Turkey,Europe,3,5,3,12,11,1.0909090909090908,27.27272727272727
2018,Turkmenistan,Asia,1,0,1,2,2,1.0,50.0
2018,Turks and Caicos Islands,North America,1,0,3,3,4,0.75,25.0
2018,US Virgin Islands,North America,0,0,3,0,3,0.0,0.0
2018,USA,North America,3,3,5,10,11,0.9090909090909091,27.27272727272727
2018,Uganda,Africa,2,4,4,6,10,0.6,20.0
2018,Ukraine,Europe,5,4,1,13,10,1.3,50.0
2018,United Arab Emirates,Asia,2,5,4,7,11,0.6363636363636364,18.181818181818183
2018,Uruguay,South America,8,0,5,21,13,1.6153846153846154,61.53846153846154
2018,Uzbekistan,Asia,2,3,5,6,10,0.6,20.0
2018,Vanuatu,Oceania,0,1,1,2,2,1.0,0.0
2018,Venezuela,South America,2,2,1,7,5,1.4,40.0
2018,Vietnam,Asia,7,4,0,21,11,1.9090909090909092,63.63636363636363
2018,Wales,Europe,3,1,5,13,9,1.4444444444444444,33.33333333333333
2018,Yemen,Asia,1,0,3,2,4,0.5,25.0
2018,Zambia,Africa,7,2,4,16,13,1.2307692307692308,53.84615384615385
2018,Zimbabwe,Africa,3,1,3,10,7,1.4285714285714286,42.857142857142854
2019,Afghanistan,Asia,1,2,4,4,7,0.5714285714285714,14.285714285714285
2019,Albania,Europe,4,1,5,16,10,1.6,40.0
2019,Algeria,Africa,13,3,1,29,17,1.7058823529411764,76.47058823529412
2019,American Samoa,Oceania,1,0,3,8,4,2.0,25.0
2019,Andorra,Europe,1,1,8,3,10,0.3,10.0
2019,Angola,Africa,4,4,3,11,11,1.0,36.36363636363637
2019,Anguilla,North America,0,0,6,2,6,0.3333333333333333,0.0
2019,Antigua and Barbuda,North America,4,0,5,13,9,1.4444444444444444,44.44444444444444
2019,Argentina,South America,8,4,3,29,15,1.9333333333333333,53.333333333333336
2019,Armenia,Europe,3,1,6,14,10,1.4,30.0
2019,Aruba,North America,0,0,7,7,7,1.0,0.0
2019,Australia,Oceania,7,0,3,22,10,2.2,70.0
2019,Austria,Europe,6,1,3,19,10,1.9,60.0
2019,Azerbaijan,Europe,1,2,7,8,10,0.8,10.0
2019,Bahamas,North America,3,0,1,13,4,3.25,75.0
2019,Bahrain,Asia,5,6,4,15,15,1.0,33.33333333333333
2019,Bangladesh,Asia,4,2,3,10,9,1.1111111111111112,44.44444444444444
2019,Barbados,North America,4,0,2,13,6,2.1666666666666665,66.66666666666666
2019,Belarus,Europe,1,1,8,4,10,0.4,10.0
2019,Belgium,Europe,10,0,0,40,10,4.0,100.0
2019,Belize,North America,2,1,4,7,7,1.0,28.57142857142857
2019,Benin,Africa,6,5,4,15,15,1.0,40.0
2019,Bermuda,North America,4,1,6,13,11,1.1818181818181819,36.36363636363637
2019,Bhutan,Asia,1,0,3,2,4,0.5,25.0
2019,Bolivia,South America,2,1,7,9,10,0.9,20.0
2019,Bosnia and Herzegovina,Europe,4,1,5,20,10,2.0,40.0
2019,Botswana,Africa,4,4,6,11,14,0.7857142857142857,28.57142857142857
2019,Brazil,South America,9,5,2,33,16,2.0625,56.25
2019,British Virgin Islands,North America,0,1,2,2,3,0.6666666666666666,0.0
2019,Brunei Darussalam,Asia,1,0,1,2,2,1.0,50.0
2019,Bulgaria,Europe,1,3,6,7,10,0.7,10.0
2019,Burkina Faso,Africa,3,4,1,5,8,0.625,37.5
2019,Burundi,Africa,2,2,9,8,13,0.6153846153846154,15.384615384615385
2019,Cabo Verde,Africa,1,3,1,5,5,1.0,20.0
2019,Cambodia,Asia,2,2,5,6,9,0.6666666666666666,22.22222222222222
2019,Cameroon,Africa,4,5,1,11,10,1.1,40.0
2019,Canada,North America,4,0,3,20,7,2.857142857142857,57.14285714285714
2019,Cayman Islands,North America,3,0,2,7,5,1.4,60.0
2019,Central African Republic,Africa,2,1,3,5,6,0.8333333333333334,33.33333333333333
2019,Chad,Africa,1,2,5,7,8,0.875,12.5
2019,Chile,South America,5,3,5,15,13,1.1538461538461537,38.46153846153847
2019,China PR,Asia,9,1,5,30,15,2.0,60.0
2019,Chinese Taipei,Asia,2,2,6,8,10,0.8,20.0
2019,Colombia,South America,8,3,3,16,14,1.1428571428571428,57.14285714285714
2019,Comoros,Africa,3,4,6,9,13,0.6923076923076923,23.076923076923077
2019,Congo,Africa,2,2,2,7,6,1.1666666666666667,33.33333333333333
2019,Congo DR,Africa,3,5,5,19,13,1.4615384615384615,23.076923076923077
2019,Costa Rica,North America,4,3,6,14,13,1.0769230769230769,30.76923076923077
2019,Croatia,Europe,6,2,2,20,10,2.0,60.0
2019,Cuba,North America,2,1,7,7,10,0.7,20.0
2019,Curaçao,North America,2,3,4,6,9,0.6666666666666666,22.22222222222222
2019,Cyprus,Europe,3,1,6,15,10,1.5,30.0
2019,Czech Republic,Europe,5,0,5,16,10,1.6,50.0
2019,Côte d'Ivoire,Africa,10,0,6,24,16,1.5,62.5
2019,Denmark,Europe,5,5,0,29,10,2.9,50.0
2019,Djibouti,Africa,1,2,3,7,6,1.1666666666666667,16.666666666666664
2019,Dominica,North America,2,0,5,7,7,1.0,28.57142857142857
2019,Dominican Republic,North America,2,2,5,6,9,0.6666666666666666,22.22222222222222
2019,Ecuador,South America,3,3,6,13,12,1.0833333333333333,25.0
2019,Egypt,Africa,7,3,2,13,12,1.0833333333333333,58.333333333333336
2019,El Salvador,North America,10,1,3,19,14,1.3571428571428572,71.42857142857143
2019,England,Europe,8,0,2,38,10,3.8,80.0
2019,Equatorial Guinea,Africa,2,5,4,14,11,1.2727272727272727,18.181818181818183
2019,Eritrea,Africa,0,0,2,1,2,0.5,0.0
2019,Estonia,Europe,2,2,8,5,12,0.4166666666666667,16.666666666666664
2019,Eswatini,Africa,0,8,4,11,12,0.9166666666666666,0.0
2019,Ethiopia,Africa,3,3,3,9,9,1.0,33.33333333333333
2019,Faroe Islands,Europe,1,0,9,4,10,0.4,10.0
2019,Fiji,Oceania,4,4,1,21,9,2.3333333333333335,44.44444444444444
2019,Finland,Europe,7,0,5,18,12,1.5,58.333333333333336
2019,France,Europe,9,1,1,27,11,2.4545454545454546,81.81818181818183
2019,Gabon,Africa,3,1,0,6,4,1.5,75.0
2019,Gambia,Africa,3,2,2,9,7,1.2857142857142858,42.857142857142854
2019,Georgia,Europe,2,3,5,10,10,1.0,20.0
2019,Germany,Europe,7,2,1,33,10,3.3,70.0
2019,Ghana,Africa,5,4,2,12,11,1.0909090909090908,45.45454545454545
2019,Gibraltar,Europe,0,0,10,3,10,0.3,0.0
2019,Greece,Europe,4,2,5,13,11,1.1818181818181819,36.36363636363637
2019,Grenada,North America,4,1,1,9,6,1.5,66.66666666666666
2019,Guam,Asia,1,0,7,7,8,0.875,12.5
2019,Guatemala,North America,7,2,2,36,11,3.272727272727273,63.63636363636363
2019,Guinea,Africa,3,3,7,12,13,0.9230769230769231,23.076923076923077
2019,Guinea-Bissau,Africa,3,1,6,6,10,0.6,30.0
2019,Guyana,South America,4,2,5,17,11,1.5454545454545454,36.36363636363637
2019,Haiti,North America,5,3,5,16,13,1.2307692307692308,38.46153846153847
2019,Honduras,North America,5,2,3,19,10,1.9,50.0
2019,Hong Kong,Asia,1,2,6,3,9,0.3333333333333333,11.11111111111111
2019,Hungary,Europe,4,0,6,10,10,1.0,40.0
2019,IR Iran,Asia,7,2,3,35,12,2.9166666666666665,58.333333333333336
2019,Iceland,Europe,6,3,3,16,12,1.3333333333333333,50.0
2019,India,Asia,1,4,6,12,11,1.0909090909090908,9.090909090909092
2019,Indonesia,Asia,2,0,6,12,8,1.5,25.0
2019,Iraq,Asia,7,6,2,21,15,1.4,46.666666666666664
2019,Israel,Europe,3,2,5,16,10,1.6,30.0
2019,Italy,Europe,10,0,0,37,10,3.7,100.0
2019,Jamaica,North America,8,3,3,28,14,2.0,57.14285714285714
2019,Japan,Asia,14,3,6,40,23,1.7391304347826086,60.86956521739131
2019,Jordan,Asia,7,3,4,22,14,1.5714285714285714,50.0
2019,Kazakhstan,Europe,4,1,6,14,11,1.2727272727272727,36.36363636363637
2019,Kenya,Africa,2,6,4,8,12,0.6666666666666666,16.666666666666664
2019,Korea DPR,Asia,5,2,6,14,13,1.0769230769230769,38.46153846153847
2019,Korea Republic,Asia,12,4,2,27,18,1.5,66.66666666666666
2019,Kosovo,Europe,4,3,3,16,10,1.6,40.0
2019,Kuwait,Asia,5,3,3,25,11,2.272727272727273,45.45454545454545
2019,Kyrgyz Republic,Asia,3,2,6,19,11,1.7272727272727273,27.27272727272727
2019,Laos,Asia,1,2,1,4,4,1.0,25.0
2019,Latvia,Europe,1,0,9,3,10,0.3,10.0
2019,Lebanon,Asia,3,2,4,9,9,1.0,33.33333333333333
2019,Lesotho,Africa,3,5,4,15,12,1.25,25.0
2019,Liberia,Africa,3,2,5,6,10,0.6,30.0
2019,Libya,Africa,2,2,5,8,9,0.8888888888888888,22.22222222222222
2019,Liechtenstein,Europe,0,2,8,2,10,0.2,0.0
2019,Lithuania,Europe,1,2,7,6,10,0.6,10.0
2019,Luxembourg,Europe,1,2,8,10,11,0.9090909090909091,9.090909090909092
2019,Macau,Asia,1,0,1,1,2,0.5,50.0
2019,Madagascar,Africa,7,2,6,22,15,1.4666666666666666,46.666666666666664
2019,Malawi,Africa,5,5,3,14,13,1.0769230769230769,38.46153846153847
2019,Malaysia,Asia,9,0,3,31,12,2.5833333333333335,75.0
2019,Maldives,Africa,2,0,3,6,5,1.2,40.0
2019,Mali,Africa,7,5,4,28,16,1.75,43.75
2019,Malta,Europe,1,0,9,3,10,0.3,10.0
2019,Mauritania,Africa,3,6,5,10,14,0.7142857142857143,21.428571428571427
2019,Mauritius,Africa,1,1,8,9,10,0.9,10.0
2019,Mexico,North America,15,0,1,44,16,2.75,93.75
2019,Moldova,Europe,1,0,10,4,11,0.36363636363636365,9.090909090909092
2019,Mongolia,Asia,2,1,5,6,8,0.75,25.0
2019,Montenegro,Europe,2,3,5,7,10,0.7,20.0
2019,Montserrat,North America,3,2,2,6,7,0.8571428571428571,42.857142857142854
2019,Morocco,Africa,6,4,5,17,15,1.1333333333333333,40.0
2019,Mozambique,Africa,5,3,2,13,10,1.3,50.0
2019,Myanmar,Asia,3,1,5,8,9,0.8888888888888888,33.33333333333333
2019,Namibia,Africa,7,1,8,18,16,1.125,43.75
2019,Nepal,Asia,1,2,6,3,9,0.3333333333333333,11.11111111111111
2019,Netherlands,Europe,7,1,2,27,10,2.7,70.0
2019,New Caledonia,Oceania,4,0,2,12,6,2.0,66.66666666666666
2019,New Zealand,Oceania,0,0,2,1,2,0.5,0.0
2019,Nicaragua,North America,3,3,9,13,15,0.8666666666666667,20.0
2019,Niger,Africa,1,2,6,6,9,0.6666666666666666,11.11111111111111
2019,Nigeria,Africa,9,3,4,22,16,1.375,56.25
2019,North Macedonia,Europe,4,2,4,12,10,1.2,40.0
2019,Northern Ireland,Europe,6,1,3,13,10,1.3,60.0
2019,Norway,Europe,4,5,1,19,10,1.9,40.0
2019,Oman,Asia,9,1,5,22,15,1.4666666666666666,60.0
2019,Pakistan,Asia,0,0,2,1,2,0.5,0.0
2019,Palestine,Asia,1,4,4,5,9,0.5555555555555556,11.11111111111111
2019,Panama,North America,3,1,8,12,12,1.0,25.0
2019,Papua New Guinea,Oceania,3,1,0,17,4,4.25,75.0
2019,Paraguay,South America,3,5,6,14,14,1.0,21.428571428571427
2019,Peru,South America,6,2,7,11,15,0.7333333333333333,40.0
2019,Philippines,Asia,2,1,6,9,9,1.0,22.22222222222222
2019,Poland,Europe,8,1,1,18,10,1.8,80.0
2019,Portugal,Europe,7,2,1,26,10,2.6,70.0
2019,Puerto Rico,North America,2,0,4,6,6,1.0,33.33333333333333
2019,Qatar,Asia,14,2,5,45,21,2.142857142857143,66.66666666666666
2019,Republic of Ireland,Europe,5,4,1,13,10,1.3,50.0
2019,Romania,Europe,4,2,4,17,10,1.7,40.0
2019,Russia,Europe,8,0,2,33,10,3.3,80.0
2019,Rwanda,Africa,4,2,2,15,8,1.875,50.0
2019,Samoa,Oceania,1,0,2,2,3,0.6666666666666666,33.33333333333333
2019,San Marino,Europe,0,0,10,1,10,0.1,0.0
2019,Saudi Arabia,Asia,8,4,5,26,17,1.5294117647058822,47.05882352941176
2019,Scotland,Europe,5,0,5,16,10,1.6,50.0
2019,Senegal,Africa,12,1,4,24,17,1.411764705882353,70.58823529411765
2019,Serbia,Europe,5,3,2,19,10,1.9,50.0
2019,Seychelles,Africa,0,1,8,2,9,0.2222222222222222,0.0
2019,Sierra Leone,Africa,1,1,2,3,4,0.75,25.0
2019,Singapore,Asia,3,2,5,13,10,1.3,30.0
2019,Slovakia,Europe,5,2,3,19,10,1.9,50.0
2019,Slovenia,Europe,4,2,4,16,10,1.6,40.0
2019,Solomon Islands,Oceania,3,1,3,24,7,3.4285714285714284,42.857142857142854
2019,Somalia,Africa,1,0,3,4,4,1.0,25.0
2019,South Africa,Africa,7,1,7,13,15,0.8666666666666667,46.666666666666664
2019,South Sudan,Africa,2,1,6,6,9,0.6666666666666666,22.22222222222222
2019,Spain,Europe,8,2,0,31,10,3.1,80.0
2019,Sri Lanka,Asia,1,1,9,7,11,0.6363636363636364,9.090909090909092
2019,St. Kitts and Nevis,North America,2,1,3,9,6,1.5,33.33333333333333
2019,St. Lucia,North America,2,1,4,5,7,0.7142857142857143,28.57142857142857
2019,St. Vincent and the Grenadines,North America,4,3,2,8,9,0.8888888888888888,44.44444444444444
2019,Sudan,Africa,3,1,2,9,6,1.5,50.0
2019,Suriname,South America,5,1,1,18,7,2.5714285714285716,71.42857142857143
2019,Sweden,Europe,6,4,2,25,12,2.0833333333333335,50.0
2019,Switzerland,Europe,5,2,3,20,10,2.0,50.0
2019,Syria,Asia,6,3,5,22,14,1.5714285714285714,42.857142857142854
2019,São Tomé and Príncipe,Africa,2,0,4,6,6,1.0,33.33333333333333
2019,Tahiti,Oceania,1,1,4,6,6,1.0,16.666666666666664
2019,Tajikistan,Asia,4,2,6,13,12,1.0833333333333333,33.33333333333333
2019,Tanzania,Africa,4,5,6,13,15,0.8666666666666667,26.666666666666668
2019,Thailand,Asia,3,4,4,11,11,1.0,27.27272727272727
2019,Timor-Leste,Asia,0,0,2,2,2,1.0,0.0
2019,Togo,Africa,3,4,4,12,11,1.0909090909090908,27.27272727272727
2019,Tonga,Africa,0,0,3,0,3,0.0,0.0
2019,Trinidad and Tobago,South America,1,2,9,16,12,1.3333333333333333,8.333333333333332
2019,Tunisia,Africa,10,4,4,22,18,1.2222222222222223,55.55555555555556
2019,Turkey,Europe,8,3,1,20,12,1.6666666666666667,66.66666666666666
2019,Turkmenistan,Asia,3,2,5,12,10,1.2,30.0
2019,Turks and Caicos Islands,North America,0,1,1,3,2,1.5,0.0
2019,US Virgin Islands,North America,1,0,4,3,5,0.6,20.0
2019,USA,North America,11,2,5,38,18,2.111111111111111,61.111111111111114
2019,Uganda,Africa,8,4,5,22,17,1.2941176470588236,47.05882352941176
2019,Ukraine,Europe,7,3,0,20,10,2.0,70.0
2019,United Arab Emirates,Asia,9,3,5,32,17,1.8823529411764706,52.94117647058824
2019,Uruguay,South America,6,4,1,19,11,1.7272727272727273,54.54545454545454
2019,Uzbekistan,Asia,8,2,4,28,14,2.0,57.14285714285714
2019,Vanuatu,Oceania,3,1,3,28,7,4.0,42.857142857142854
2019,Venezuela,South America,6,4,2,21,12,1.75,50.0
2019,Vietnam,Asia,5,2,3,10,10,1.0,50.0
2019,Wales,Europe,6,2,2,12,10,1.2,60.0
2019,Yemen,Asia,1,3,7,6,11,0.5454545454545454,9.090909090909092
2019,Zambia,Africa,8,4,4,24,16,1.5,50.0
2019,Zimbabwe,Africa,8,5,4,23,17,1.3529411764705883,47.05882352941176
2020,Albania,Europe,4,2,1,10,7,1.4285714285714286,57.14285714285714
2020,Algeria,Africa,1,1,0,3,2,1.5,50.0
